0	0.217281669
0	0.72020185
1	0.168585241
1	0.730648637
2	0.208622515
2	0.692888737
3	0.140013069
3	0.984582186
4	0.143422425
4	0.942582905
5	0.213238716
5	0.941613913
6	0.215441227
6	0.973862827
7	0.217704058
7	0.775312662
8	0.26075846
8	0.774071097
9	0.216949791
9	0.797932267
10	0.173473001
10	0.77897656
11	0.170848101
11	0.750997245
12	0.215079159
12	0.747424126
13	0.239185989
13	0.715538621
14	0.26075846
14	0.721322238
15	0.24141866
15	0.746303797
16	0.156365901
16	0.889652371
17	0.213630944
17	0.890591025
18	0.211337924
18	0.916450739
19	0.146680921
19	0.916814089
20	0.220208287
20	0.684349537
21	0.26075846
21	0.74584955
22	0.208833694
22	0.992909312
23	0.26075846
23	0.941886425
24	0.260879129
24	0.973893106
25	0.26075846
25	0.861430764
26	0.215984285
26	0.861521602
27	0.209618151
27	0.692646444
28	0.216195494
28	0.820551872
29	0.26075846
29	0.819613218
30	0.216527373
30	0.840718806
31	0.162611336
31	0.704819262
32	0.212936997
32	0.672873199
33	0.166201711
33	0.859159708
34	0.169520557
34	0.837933004
35	0.171632558
35	0.818189979
36	0.172567844
36	0.798598409
37	0.191907644
37	0.638050437
38	0.219876379
38	0.65288794
39	0.178692609
39	0.666605115
40	0.235293895
40	0.632085145
41	0.52180016
41	0.844746113
42	0.532360137
42	0.825881302
43	0.525088847
43	0.825729907
44	0.538484871
44	0.811679661
45	0.542105436
45	0.796448469
46	0.524907827
46	0.802989125
47	0.523127735
47	0.781156778
48	0.20982936
48	0.615218878
49	0.540928781
49	0.777735114
50	0.26075846
50	0.993090987
51	0.152534127
51	0.653554142
52	0.167408556
52	0.625786781
53	0.189463764
53	0.598140538
54	0.152503967
54	0.680079997
55	0.352931619
55	0.730648637
56	0.303873181
56	0.719989896
57	0.312924564
57	0.692888737
58	0.308278173
58	0.941613913
59	0.310178965
59	0.916450739
60	0.374835968
60	0.916814089
61	0.378094465
61	0.942582905
62	0.304567099
62	0.797901988
63	0.26075846
63	0.796842158
64	0.303812832
64	0.775312662
65	0.350698948
65	0.750997245
66	0.348043919
66	0.77897656
67	0.306467891
67	0.747424126
68	0.2823309
68	0.715538621
69	0.2800982
69	0.746303797
70	0.355315149
70	0.859159708
71	0.365150988
71	0.889652371
72	0.307916105
72	0.890560746
73	0.305532575
73	0.861521602
74	0.301308632
74	0.684349537
75	0.312713355
75	0.992909312
76	0.30652824
76	0.973923385
77	0.381383121
77	0.984582186
78	0.26075846
78	0.916814089
79	0.26072827
79	0.890802979
80	0.311898708
80	0.692646444
81	0.305019677
81	0.840718806
82	0.26072827
82	0.839931488
83	0.34282428
83	0.666605115
84	0.358905554
84	0.704819262
85	0.308610082
85	0.672873199
86	0.352298051
86	0.837630153
87	0.305291235
87	0.820521593
88	0.349884331
88	0.818189979
89	0.348979205
89	0.798598409
90	0.301640511
90	0.65288794
91	0.329609275
91	0.638050437
92	0.286222994
92	0.632085145
93	0.532360137
93	0.825881302
94	0.52195102
94	0.845048904
95	0.525088847
95	0.825729907
96	0.538484871
96	0.811679661
97	0.542105436
97	0.796448469
98	0.524907827
98	0.802989125
99	0.311687529
99	0.615218878
100	0.369012922
100	0.653554142
101	0.354108334
101	0.625786781
102	0.332053125
102	0.599624336
103	0.369012922
103	0.680079997
104	0.506835222
104	0.033860743
105	0.518270135
105	0.031196028
106	0.518270135
106	0.046639174
107	0.506835222
107	0.05641982
108	0.518270135
108	0.073407263
109	0.506835222
109	0.072710812
110	0.518270135
110	0.083278745
111	0.518270135
111	0.09772262
112	0.506835222
112	0.09772262
113	0.506835222
113	0.084066033
114	0.49518913
114	0.07277137
115	0.495430499
115	0.05641982
116	0.12776354
116	0.684743226
117	0.138444155
117	0.684743226
118	0.138444155
118	0.604438961
119	0.12776354
119	0.604438961
120	0.052365571
120	0.612523854
121	0.087937474
121	0.684743226
122	0.087937474
122	0.604438961
123	0.007681936
123	0.626876891
124	0.007681936
124	0.684743226
125	0.037219584
125	0.623031259
126	0.485443801
126	0.005639166
127	0.495430499
127	0.031196028
128	0.485443801
128	0.031196028
129	0.487103224
129	0.106685668
130	0.487163574
130	0.101235151
131	0.490633279
131	0.106685668
132	0.051550925
132	0.684743226
133	0.027625114
133	0.604438961
134	0.080756724
134	0.604438961
135	0.486017078
135	0.103839308
136	0.478987157
136	0.106685668
